ID,Original Entity Name,Type,Original_Files
3414,Sarah Churchill,E21 Person,name-English_table.csv
3415,Sassoferrato,E53 Place,gio-English_table.csv
3416,Sassoferrato (Giovan Battista Salvi),E21 Person,S_refined.csv
3417,"Savelli, Cardinal",E21 Person,S_refined.csv
3418,Saverio Bettinelli,E21 Person,B_refined.csv; name-English_table.csv
3419,Saverio Savini,E21 Person,S_refined.csv; name-English_table.csv
3420,Savoy,E53 Place,S_refined.csv
3421,"Savoy, Adelaide Enrichetta of",E21 Person,S_refined.csv
3422,"Savoy, Anne Marie of",E21 Person,S_refined.csv
3423,"Savoy, Cardinal Maurizio of",E21 Person,S_refined.csv
3424,"Savoy, Carlo Emmanuele III of",E21 Person,S_refined.csv
3425,"Savoy, Duchess of",E21 Person,S_refined.csv
3426,"Savoy, Vittorio Amedeo II, Duke of",E21 Person,S_refined.csv
3427,Scala Regia,E22 Man-Made Object,work-English_table.csv
3428,Scalzi,E74 Group,S_refined.csv
3429,Scandinavia,E53 Place,gio-English_table.csv
3430,"Scaramuccia, Luigi",E21 Person,S_refined.csv
3431,"Scarselli, Abate",E21 Person,S_refined.csv
3432,Scenes from the Aeneid,E22 Man-Made Object,work-English_table.csv
3433,Scenes from the Life of Scipio Africanus,E22 Man-Made Object,work-English_table.csv
3434,Scenes of Christian Warfare,E22 Man-Made Object,work-English_table.csv
3435,Scenes of Venetian Noble Life,E22 Man-Made Object,work-English_table.csv
3436,Scenes of Witchcraft,E22 Man-Made Object,work-English_table.csv
3437,Sch?nbrunn Palace,E53 Place,gio-English_table.csv
3438,"Schedoni, Bartolommeo",E21 Person,S_refined.csv
3439,Schlei?heim palace complex,E53 Place,gio-English_table.csv
3440,Schloss Weimar,E53 Place,gio-English_table.csv
3441,School of Carlo Cignani,E53 Place,gio-English_table.csv
3442,"Schulenburg, Marshal Johann Matthias",E21 Person,S_refined.csv
3443,"Schut, Corneille",E21 Person,S_refined.csv
3444,Schönborn family,E74 Group,S_refined.csv
3445,"Schönborn, Friedrich Karl",E21 Person,S_refined.csv
3446,"Schönborn, Johann Philip Franz",E21 Person,S_refined.csv
3447,"Schönborn, Lothar Franz von",E21 Person,S_refined.csv
3448,Scipio Aemilianus,E21 Person,name-English_table.csv
3449,Scipione Borghese,E21 Person,B_refined.csv; name-English_table.csv
3450,Scipione Maffei,E21 Person,M_refined.csv; name-English_table.csv
3451,Scipione Pulzone,E21 Person,P_refined.csv; name-English_table.csv
3452,Scottish National Gallery,E53 Place,gio-English_table.csv
3453,Scrovegni Chapel,E53 Place,gio-English_table.csv
3454,Sculptures for the Cathedral,E22 Man-Made Object,work-English_table.csv
3455,Scuola Grande dei Carmini,E74 Group,S_refined.csv; gio-English_table.csv
3456,Scuola Grande di San Rocco,E53 Place,gio-English_table.csv
3457,Scuola del Carmine,E53 Place,gio-English_table.csv
3458,Scuola di San Rocco,E53 Place,gio-English_table.csv
3459,Sebastiano Bombelli,E21 Person,name-English_table.csv
3460,Sebastiano Conca,E21 Person,C_refined.csv; name-English_table.csv
3461,Sebastiano Galeotti,E21 Person,G_refined.csv; name-English_table.csv
3462,Sebastiano Marcotti,E21 Person,M_refined.csv; name-English_table.csv
3463,Sebastiano Molino,E21 Person,name-English_table.csv
3464,Sebastiano Resta,E21 Person,name-English_table.csv
3465,Sebastiano Ricci,E21 Person,Q-R_refined.csv; name-English_table.csv
3466,Sebastiano Serlio,E21 Person,S_refined.csv; name-English_table.csv
3467,Secondo Lancellotti,E21 Person,name-English_table.csv
3468,"Self-Portrait as ""Winter""",E22 Man-Made Object,work-English_table.csv
3469,Self-Portrait as David,E22 Man-Made Object,work-English_table.csv
3470,Seminario Patriarcale,E53 Place,gio-English_table.csv
3471,Semiramis Called to Arms,E22 Man-Made Object,work-English_table.csv
3472,Seneca,E21 Person,S_refined.csv
3473,Senigallia,E53 Place,gio-English_table.csv
3474,Serapis,E21 Person,name-English_table.csv; work-English_table.csv
3475,Serge Ernst,E21 Person,name-English_table.csv
3476,Sergio Ortolani,E21 Person,name-English_table.csv
3477,Sergio Samek Ludovici,E21 Person,name-English_table.csv
3478,Series of Egyptian Figures,E22 Man-Made Object,work-English_table.csv
3479,Series of Etruscan Phallic Symbols,E22 Man-Made Object,work-English_table.csv
3480,"Serra, Mgr Giacomo",E21 Person,S_refined.csv
3481,Service de Documentation Photographique des Musees Nationaux,E53 Place,gio-English_table.csv
3482,"Servient, Abbé de",E21 Person,S_refined.csv
3483,Servizio particolare,E28 Conceptual Object,S_refined.csv
3484,Seven Sacraments,E22 Man-Made Object,work-English_table.csv
3485,Seymour Slive,E21 Person,name-English_table.csv
3486,"Sezione Notarile, Venice",E53 Place,gio-English_table.csv
3487,"Sfondrato, Cardinal",E21 Person,S_refined.csv
3488,Sforza Pallavicino,E21 Person,P_refined.csv; name-English_table.csv
3489,"Shaftesbury, 1st Earl of",E21 Person,S_refined.csv
3490,"Shaftesbury, 3rd Earl of",E21 Person,S_refined.csv
3491,Shakespeare,E21 Person,S_refined.csv
3492,Sheila Rinehart,E21 Person,name-English_table.csv
3493,"Sidney Godolphin, 1st Earl of Godolphin",E21 Person,name-English_table.csv
3494,Sigismund Streit,E21 Person,S_refined.csv; name-English_table.csv
3495,"Silva, Don Carlo",E21 Person,S_refined.csv
3496,Silvestro Manaigo,E21 Person,M_refined.csv; name-English_table.csv
3497,Silvia Carandini,E21 Person,name-English_table.csv
3498,Silvia Meloni Trkulja,E21 Person,name-English_table.csv
3499,Silvio Ubaldi,E21 Person,name-English_table.csv
3500,Simon Vouet,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
3501,Simone Buonaccorsi,E21 Person,B_refined.csv; name-English_table.csv
3502,Sir George Edward Leon,E21 Person,name-English_table.csv
3503,Sir George Wheler,E21 Person,name-English_table.csv
3504,"Sir Robert Bernard, 1st Baronet",E21 Person,name-English_table.csv
3505,"Sir Thomas Baines, F.R.S., F.R.C.P. 1622-1681",E22 Man-Made Object,work-English_table.csv
3506,"Sir Thomas Isham (1656–1681), 3rd Bt Isham",E22 Man-Made Object,work-English_table.csv
3507,Sirolo,E53 Place,gio-English_table.csv
3508,Sisera,E21 Person,name-English_table.csv
3509,Sistine Chapel,E53 Place,gio-English_table.csv
3510,Sixtus V,E21 Person,S_refined.csv; name-English_table.csv
3511,"Skala, Giovanni Dubravio",E21 Person,S_refined.csv
3512,"Skippe, John",E21 Person,S_refined.csv
3513,"Skippon, Philip",E21 Person,S_refined.csv
3514,Social position of the artist,E28 Conceptual Object,S_refined.csv
3515,Society of Antiquaries of London,E53 Place,gio-English_table.csv
3516,Society of Arcadia,E53 Place,gio-English_table.csv
3517,Society of Jesus,E53 Place,gio-English_table.csv
3518,Socrates,E22 Man-Made Object,work-English_table.csv
3519,Soderini family,E74 Group,S_refined.csv
3520,"Soldani, Massimiliano",E21 Person,S_refined.csv
3521,"Sole, Giovan Gioseffo dal",E21 Person,S_refined.csv
3522,Solomon,E21 Person,name-English_table.csv; work-English_table.csv
3523,Solomon adoring the Idols,E22 Man-Made Object,work-English_table.csv
3524,Solomon and Bathsheba,E22 Man-Made Object,work-English_table.csv
3525,Solomon in the Temple,E22 Man-Made Object,work-English_table.csv
3526,Solomon's Temple,E53 Place,gio-English_table.csv
3527,Somerset House,E53 Place,gio-English_table.csv
3528,Sophia Dorothea,E21 Person,name-English_table.csv
3529,Sophie Friederike Auguste von Anhalt-Zerbst,E21 Person,name-English_table.csv
3530,Sophronia and Olindo,E22 Man-Made Object,work-English_table.csv
3531,Soprintendenza alle Gallerie,E53 Place,gio-English_table.csv
3532,Sotheby's,E53 Place,gio-English_table.csv
3533,South Shetland Islands,E53 Place,gio-English_table.csv
3534,"Spada, Cardinal Bernardino",E21 Person,S_refined.csv
3535,"Spadaro, Micco",E21 Person,S_refined.csv
3536,"Spanish Succession, War of",E5 Event,S_refined.csv
3537,Spanish patronage,E28 Conceptual Object,S_refined.csv
3538,"Spectator, The",E21 Person,S_refined.csv
3539,St Andrew Avellino,E21 Person,name-English_table.csv
3540,St Augustine's Abbey,E53 Place,gio-English_table.csv
3541,St Benedict,E53 Place,gio-English_table.csv
3542,St Francis in Assisi,E53 Place,gio-English_table.csv
3543,St Giustina,E21 Person,name-English_table.csv
3544,St Lawrence,E53 Place,gio-English_table.csv
3545,"St Petersburg, Venetian artists in",E21 Person,S_refined.csv
3546,St Stanislas Kostka,E22 Man-Made Object,work-English_table.csv
3547,St Stanislas Kostka on his deathbed,E22 Man-Made Object,work-English_table.csv
3548,St Teresa wounded by Christ,E22 Man-Made Object,work-English_table.csv
3549,St. Agnes,E21 Person,name-English_table.csv
3550,St. Alexis,E21 Person,name-English_table.csv
3551,St. Andrew's Temple Church,E53 Place,gio-English_table.csv
3552,St. Dominic Church,E53 Place,gio-English_table.csv
3553,St. Dominic instituting the Rosary,E22 Man-Made Object,work-English_table.csv
3554,St. Domitilla,E22 Man-Made Object,work-English_table.csv
3555,St. Eustace hunting,E22 Man-Made Object,work-English_table.csv
3556,St. Helen finding the True Cross,E22 Man-Made Object,work-English_table.csv
3557,St. John and St. Charles Borromeo,E22 Man-Made Object,work-English_table.csv
3558,St. John the Baptist,E22 Man-Made Object,work-English_table.csv
3559,St. Luigi Gonzaga,E22 Man-Made Object,work-English_table.csv
3560,St. Mark,E22 Man-Made Object,work-English_table.csv
3561,St. Mark's Basilica,E53 Place,gio-English_table.csv
3562,St. Paul's Cathedral,E53 Place,gio-English_table.csv
3563,St. Peter receiving the Keys,E22 Man-Made Object,work-English_table.csv
3564,St. Peter's Basilica,E53 Place,gio-English_table.csv; work-English_table.csv
3565,St. Peter's Square,E53 Place,gio-English_table.csv
3566,St. Philip Neri and the Virgin,E22 Man-Made Object,work-English_table.csv
3567,St. Romualdo,E22 Man-Made Object,work-English_table.csv
3568,St. Simon Stock,E21 Person,name-English_table.csv
3569,St. William of Aquitaine,E22 Man-Made Object,work-English_table.csv
3570,St.Lawrenc,E53 Place,gio-English_table.csv
3571,Staatliche Kunstsammlungen Dresden,E53 Place,gio-English_table.csv
3572,"Stael, Cornelius de",E21 Person,S_refined.csv
3573,Stamperia Albrizziana,E53 Place,gio-English_table.csv
3574,Standard Bearer,E22 Man-Made Object,work-English_table.csv
3575,Stanis?aw August Poniatowski,E21 Person,name-English_table.csv
3576,Stanislao Fraschetti,E21 Person,name-English_table.csv
3577,"Stanislas Poniatowski, King of Poland",E21 Person,S_refined.csv
3578,Stanislaus Kostka,E21 Person,name-English_table.csv
3579,State Papers,E53 Place,gio-English_table.csv
3580,State Squidition,E53 Place,gio-English_table.csv
3581,Statue of Antenor,E22 Man-Made Object,work-English_table.csv
3582,Statue of Field Marshal Schulenburg,E22 Man-Made Object,work-English_table.csv
3583,Statue of Hercules restored as killing the Hydra of Lerna,E22 Man-Made Object,work-English_table.csv
3584,Statue of Pope Urban VIII,E22 Man-Made Object,work-English_table.csv
3585,"Statue of Schulenburg, Kerkyra",E22 Man-Made Object,work-English_table.csv
3586,Statues for the Lateran Basilica,E22 Man-Made Object,work-English_table.csv
3587,"Stazio, Andrea",E21 Person,S_refined.csv
3588,Stefano Conti,E21 Person,C_refined.csv; name-English_table.csv
3589,Stefano Landi,E21 Person,L_refined.csv; name-English_table.csv
3590,Stefano Lorenzini,E21 Person,name-English_table.csv
3591,Stefano Sadani,E21 Person,name-English_table.csv
3592,Stefano della Bella,E21 Person,B_refined.csv; name-English_table.csv
3593,Stella Rudolph,E21 Person,name-English_table.csv
3594,Stendhal,E21 Person,S_refined.csv
3595,Stockholm Palace,E53 Place,gio-English_table.csv
3596,Stoicism in 17th century,E28 Conceptual Object,S_refined.csv
3597,"Storer, Cristoforo",E21 Person,S_refined.csv
3598,Strada Nuova,E53 Place,gio-English_table.csv
3599,Stralsund,E53 Place,gio-English_table.csv
3600,Strength protecting Wisdom,E22 Man-Made Object,work-English_table.csv
3601,Strozzi,E53 Place,gio-English_table.csv
3602,Studiolo of Isabella d'Este,E53 Place,gio-English_table.csv
3603,"Styles, Benjamin",E21 Person,S_refined.csv
3604,Sulla maniera di Zorzone,E22 Man-Made Object,work-English_table.csv
3605,Superstition in Rome,E53 Place,S_refined.csv
3606,Susanna,E21 Person,name-English_table.csv; work-English_table.csv
3607,Susanna and the Elders,E22 Man-Made Object,work-English_table.csv
3608,Svetlana Alpers,E21 Person,name-English_table.csv
3609,"Swanevelt, Hermann",E21 Person,S_refined.csv
3610,"Sweerts, Michael",E21 Person,S_refined.csv
3611,Syrinx,E21 Person,name-English_table.csv
3612,Sándor Baumgarten,E21 Person,name-English_table.csv
3613,Ségala,E53 Place,gio-English_table.csv
3614,Taddeo Barberini,E21 Person,name-English_table.csv
3615,Tahiti,E53 Place,gio-English_table.csv
3616,Tancred Borenius,E21 Person,name-English_table.csv
3617,"Tankerville, Lord",E21 Person,T_refined.csv
3618,Tarantella Dancers,E22 Man-Made Object,work-English_table.csv
3619,Tarquin and Lucretia and a Joseph,E22 Man-Made Object,work-English_table.csv
3620,"Tarso, Archbishop of",E22 Man-Made Object,T_refined.csv
3621,"Tassis, Count",E21 Person,T_refined.csv
3622,Tavole Barberini,E22 Man-Made Object,work-English_table.csv
3623,Teatro Farnese,E53 Place,gio-English_table.csv
3624,Teatro Malibran,E53 Place,gio-English_table.csv
3625,Temperance,E22 Man-Made Object,work-English_table.csv
3626,Tempest with Pyramus and Thisbe,E22 Man-Made Object,work-English_table.csv
3627,Tempio Malatestiano,E53 Place,gio-English_table.csv
3628,Temple Newsam,E53 Place,gio-English_table.csv
3629,Temple in Jerusalem,E53 Place,gio-English_table.csv
3630,Temple of Concord,E53 Place,gio-English_table.csv
3631,Temple of Justice,E53 Place,gio-English_table.csv
3632,Temple of Kronos,E53 Place,gio-English_table.csv
3633,Temple of Pallas,E53 Place,gio-English_table.csv
3634,"Tencala, Cristoforo",E21 Person,T_refined.csv
3635,"Teniers, David",E21 Person,T_refined.csv
3636,"Teodoli, Marchese",E22 Man-Made Object,T_refined.csv
3637,Teodora dal Pozzo,E21 Person,name-English_table.csv
3638,Teodoro Correr,E21 Person,C_refined.csv; name-English_table.csv; work-English_table.csv
3639,Teodoro Viero,E21 Person,UVWXYZ_refined.csv; name-English_table.csv
3640,Teofilo Gallaccini,E21 Person,name-English_table.csv
3641,Teresa,E21 Person,name-English_table.csv
3642,Teresa Maria Marcellino,E21 Person,name-English_table.csv
3643,Terisio Pignatt,E21 Person,name-English_table.csv
3644,Terni,E53 Place,gio-English_table.csv
3645,"Tesi, Mauro",E21 Person,T_refined.csv
3646,"Tessin, Count Carl Gustav",E21 Person,T_refined.csv
3647,"Tessin, Nicodemus, the Younger",E21 Person,T_refined.csv
3648,The Abduction of Helen,E22 Man-Made Object,work-English_table.csv
3649,The Adoration of the Lamb,E22 Man-Made Object,work-English_table.csv
3650,The Adoration of the Magi,E22 Man-Made Object,work-English_table.csv
3651,The Andrians,E22 Man-Made Object,work-English_table.csv
3652,The Apotheosis of Christ's Blood and the Holy Cross (bozzetto),E22 Man-Made Object,work-English_table.csv
3653,The Arcadian Shepherds (after Nicolas Poussin),E22 Man-Made Object,work-English_table.csv
3654,The Arrival at the Palace,E22 Man-Made Object,work-English_table.csv
3655,The Arrival of the Earl of Manchester in Venice,E22 Man-Made Object,work-English_table.csv
3656,The Ascension,E22 Man-Made Object,work-English_table.csv
3657,The Ascension of Christ,E22 Man-Made Object,work-English_table.csv
3658,The Assassination of St Peter the Martyr (after Titian),E22 Man-Made Object,work-English_table.csv
3659,The Assumption of the Blessed Luigi Gonzaga,E22 Man-Made Object,work-English_table.csv
3660,The Assumption of the Virgin,E22 Man-Made Object,work-English_table.csv
3661,The Bacchanal of the Andrians,E22 Man-Made Object,work-English_table.csv
3662,The Banquet of Antony and Cleopatra,E22 Man-Made Object,work-English_table.csv
3663,The Banquet of Cleopatra,E22 Man-Made Object,work-English_table.csv
3664,The Baptism,E22 Man-Made Object,work-English_table.csv
3665,The Baptism of Christ,E22 Man-Made Object,work-English_table.csv
3666,The Bath of Diana,E22 Man-Made Object,work-English_table.csv
3667,The Bathers,E22 Man-Made Object,work-English_table.csv
3668,The Bean Eater,E22 Man-Made Object,work-English_table.csv
3669,The Beheading of St John the Baptist,E22 Man-Made Object,work-English_table.csv
3670,The Beheading of St Paul,E22 Man-Made Object,work-English_table.csv
3671,The Birth of Saint John the Baptist,E22 Man-Made Object,work-English_table.csv
3672,The Capture of Jerusalem by Titus,E22 Man-Made Object,work-English_table.csv
3673,The Capture of Syracuse with the Death of Archimedes,E22 Man-Made Object,work-English_table.csv
3674,The Children of Charles I,E22 Man-Made Object,work-English_table.csv
3675,The Choice of Hercules,E22 Man-Made Object,work-English_table.csv
3676,The Circumcision,E22 Man-Made Object,work-English_table.csv
3677,The Confession,E22 Man-Made Object,work-English_table.csv
3678,The Conspiracy of Catiline,E22 Man-Made Object,work-English_table.csv
3679,The Continence of Scipio,E22 Man-Made Object,work-English_table.csv
3680,The Conversion of Saint Paul,E22 Man-Made Object,work-English_table.csv
3681,The Crossing of the Red Sea,E22 Man-Made Object,work-English_table.csv
3682,The Death of Cleopatra,E22 Man-Made Object,work-English_table.csv
3683,The Death of Germanicus,E22 Man-Made Object,work-English_table.csv
3684,The Death of Lucretia,E22 Man-Made Object,work-English_table.csv
3685,The Death of Regulus,E22 Man-Made Object,work-English_table.csv
3686,The Death of St Francis Xavier,E22 Man-Made Object,work-English_table.csv
3687,The Deposition,E22 Man-Made Object,work-English_table.csv
3688,The Deposition from the Cross,E22 Man-Made Object,work-English_table.csv
3689,The Deposition from the Cross/Deposition,E22 Man-Made Object,work-English_table.csv
3690,The Descent from the Cross,E22 Man-Made Object,work-English_table.csv
3691,The Ecstasy of St Margaret,E22 Man-Made Object,work-English_table.csv
3692,The Emperor Augustus Closes the Doors of the Temple of Janus,E22 Man-Made Object,work-English_table.csv
3693,The Entombment of Christ,E22 Man-Made Object,work-English_table.csv
3694,The Exodus,E22 Man-Made Object,work-English_table.csv
3695,The Fair at Poggio a Caiano,E22 Man-Made Object,work-English_table.csv
3696,The Fall of Manna,E22 Man-Made Object,work-English_table.csv
3697,The Fall of Phaethon,E22 Man-Made Object,work-English_table.csv
3698,The Fall of the Giants,E22 Man-Made Object,work-English_table.csv
3699,The Feast of Herod,E22 Man-Made Object,work-English_table.csv
3700,The Finding of Moses,E22 Man-Made Object,work-English_table.csv
3701,The Flagellation,E22 Man-Made Object,work-English_table.csv
3702,The Flight into Egypt,E22 Man-Made Object,work-English_table.csv
3703,The Four Continents paying homage to Karl Philip von Greiffenklau,E22 Man-Made Object,work-English_table.csv
3704,The Four Elements,E22 Man-Made Object,work-English_table.csv
3705,The Four Seasons,E22 Man-Made Object,work-English_table.csv
3706,The Glorification of the Trinity with the Adoration of the instruments of Passion,E22 Man-Made Object,work-English_table.csv
3707,The Glory of St Dominic,E22 Man-Made Object,work-English_table.csv
3708,The Glory of St. Luigi Gonzaga,E22 Man-Made Object,work-English_table.csv
3709,The Great Flood,E22 Man-Made Object,work-English_table.csv
3710,The Holy Family,E22 Man-Made Object,work-English_table.csv
3711,The Holy Family with St. John,E22 Man-Made Object,work-English_table.csv
3712,The Hunt of Meleager,E22 Man-Made Object,work-English_table.csv
3713,The Infant Jupiter handed over by Cybele to the Corybantes to befed,E22 Man-Made Object,work-English_table.csv
3714,The Inspiration of the Poet,E22 Man-Made Object,work-English_table.csv
3715,The Judgement of Paris,E22 Man-Made Object,work-English_table.csv
3716,The Judgment of Paris,E22 Man-Made Object,work-English_table.csv
3717,The Justice of Solomon,E22 Man-Made Object,work-English_table.csv
3718,The Killing of Sisera,E22 Man-Made Object,work-English_table.csv
3719,The Last Judgement,E22 Man-Made Object,work-English_table.csv
3720,"The Last Supper, Washington, D.C.",E22 Man-Made Object,work-English_table.csv
3721,The Levites,E22 Man-Made Object,work-English_table.csv
3722,The Life of Cato,E22 Man-Made Object,work-English_table.csv
3723,The Life of Constantine,E22 Man-Made Object,work-English_table.csv
3724,The Life of St. Ursula,E22 Man-Made Object,work-English_table.csv
3725,The Madonna of Carmel and the Souls of the Purgatory,E22 Man-Made Object,work-English_table.csv
3726,The Marriage at Cana,E22 Man-Made Object,work-English_table.csv
3727,The Marriage at Cana (after Paolo Veronese),E22 Man-Made Object,work-English_table.csv
3728,The Marriage of Frederick Barbarossa,E22 Man-Made Object,work-English_table.csv
3729,The Marriage of Peleus,E22 Man-Made Object,work-English_table.csv
3730,The Martyrdom of Saint Erasmus,E22 Man-Made Object,work-English_table.csv
3731,The Martyrdom of St. Andrew,E22 Man-Made Object,work-English_table.csv
3732,The Martyrdom of St. Sebastian,E22 Man-Made Object,work-English_table.csv
3733,The Massacre of the Innocents,E22 Man-Made Object,work-English_table.csv
3734,The Miracle of the Holy House of Loreto,E22 Man-Made Object,work-English_table.csv
3735,The Mission,E22 Man-Made Object,work-English_table.csv
3736,The Music Lesson,E22 Man-Made Object,work-English_table.csv
3737,The Mystic Marriage of Saint Catherine,E22 Man-Made Object,work-English_table.csv
3738,The Nativity,E22 Man-Made Object,work-English_table.csv
3739,The Painter's Family,E22 Man-Made Object,work-English_table.csv
3740,The Parlor,E22 Man-Made Object,work-English_table.csv
3741,The Plague at Ashdod,E22 Man-Made Object,work-English_table.csv
3742,The Pool of Bethesda,E22 Man-Made Object,work-English_table.csv
3743,The Power of Love,E22 Man-Made Object,work-English_table.csv
3744,The Presentation in the Temple,E22 Man-Made Object,work-English_table.csv
3745,The Presentation of Jesus in the Temple,E22 Man-Made Object,work-English_table.csv
3746,The Punishment of the Prophet Ananias,E22 Man-Made Object,work-English_table.csv
3747,The Rape of Ganymede,E22 Man-Made Object,work-English_table.csv
3748,The Rape of Proserpina,E22 Man-Made Object,work-English_table.csv
3749,The Rape of the Sabine Women,E22 Man-Made Object,work-English_table.csv
3750,The Repentant Magdalene,E22 Man-Made Object,work-English_table.csv
3751,The Rest on the Flight into Egypt,E22 Man-Made Object,work-English_table.csv
3752,The Resurrection,E22 Man-Made Object,work-English_table.csv
3753,The Revolt of Masaniello,E21 Person,M_refined.csv; work-English_table.csv
3754,The Road to Calvary,E22 Man-Made Object,work-English_table.csv
3755,The Royal Hunt of Dido and Aeneas,E22 Man-Made Object,work-English_table.csv
3756,The Sacrifice of Iphigenia,E22 Man-Made Object,work-English_table.csv
3757,The Sacrifice of Isaac,E22 Man-Made Object,work-English_table.csv
3758,The Sacrifice of Noah,E22 Man-Made Object,work-English_table.csv
3759,The Sacrifice of Polyxena,E22 Man-Made Object,work-English_table.csv
3760,"The Sala grande of the Ridotto, Palazzo Dandolo, S. Moisè",E22 Man-Made Object,work-English_table.csv
3761,The Sea Triumph of Charles II,E22 Man-Made Object,work-English_table.csv
3762,The Strada Emmanuela,E53 Place,gio-English_table.csv
3763,The Tempest,E22 Man-Made Object,work-English_table.csv
3764,The Three Angels visiting Abraham,E22 Man-Made Object,work-English_table.csv
3765,The Three Graces,E22 Man-Made Object,work-English_table.csv
3766,The Tiburtine Sibyl announces the advent of Christ to Augustus,E22 Man-Made Object,work-English_table.csv
3767,The Triumph of Venice,E22 Man-Made Object,work-English_table.csv
3768,The Triumph of the Name of Jesus,E22 Man-Made Object,work-English_table.csv
3769,The Vigilia di Santa Marta,E22 Man-Made Object,work-English_table.csv
3770,The Virgin Giving the Habit to Saint Teresa,E22 Man-Made Object,work-English_table.csv
3771,The Virgin Mary appears to Saint Francis,E22 Man-Made Object,work-English_table.csv
3772,The Vision of Constantine,E22 Man-Made Object,work-English_table.csv
3773,The Visit of Henry III to the Villa Contarini,E22 Man-Made Object,work-English_table.csv
3774,The Visitation,E22 Man-Made Object,work-English_table.csv
3775,The Wallace Collection,E53 Place,gio-English_table.csv
3776,"The War between the Romans and the Sabines, and Coriolanus and his Mother",E22 Man-Made Object,work-English_table.csv
3777,The Woman taken in Adultery,E22 Man-Made Object,work-English_table.csv
3778,The Worship of Venus,E22 Man-Made Object,work-English_table.csv
3779,The artist with a group of friends,E22 Man-Made Object,work-English_table.csv
3780,The death of Darius,E22 Man-Made Object,work-English_table.csv
3781,The forge of Vulcan,E22 Man-Made Object,work-English_table.csv
3782,The stoning of Zechariah,E22 Man-Made Object,work-English_table.csv
3783,Theatine Church,E53 Place,gio-English_table.csv
3784,Theatines,E74 Group,T_refined.csv; gio-English_table.csv
3785,Theodor Helm Breaker,E21 Person,name-English_table.csv
3786,Third Colonnade for St. Peter's Square (unfinished),E22 Man-Made Object,work-English_table.csv
3787,Thomas Aquinas,E21 Person,name-English_table.csv
3788,Thomas Baker,E21 Person,B_refined.csv; name-English_table.csv
3789,Thomas Buser,E21 Person,name-English_table.csv
3790,"Thomas Coke, 1st Earl of Leicester",E21 Person,name-English_table.csv
3791,"Thomas Foley, 1st Baron Foley",E21 Person,name-English_table.csv
3792,Thomas Goddard Bergin,E21 Person,name-English_table.csv
3793,"Thomas Howard, 14th Earl of Arundel",E21 Person,name-English_table.csv
3794,Thomas Isham,E21 Person,I_refined.csv; name-English_table.csv
3795,Thomas Joseph McCormick,E21 Person,name-English_table.csv
3796,Thomas Killigrew,E21 Person,J，K_refined.csv; name-English_table.csv
3797,Thomas Martyn,E21 Person,name-English_table.csv
3798,"Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne",E21 Person,name-English_table.csv
3799,Thomas Rowlandson,E21 Person,Q-R_refined.csv; name-English_table.csv
3800,Thomas Sydenham,E21 Person,name-English_table.csv
3801,"Thomas Wharton, 1st Marquess of Wharton",E21 Person,name-English_table.csv
3802,"Three Dominican Saints: Vincent, Hyacinth and Lawrence",E22 Man-Made Object,work-English_table.csv
3803,Three Portraits of Dogs,E22 Man-Made Object,work-English_table.csv
3804,Thyrsus González de Santalla,E21 Person,name-English_table.csv
3805,"Théodon, Jean Baptiste",E21 Person,T_refined.csv
3806,Tiber,E53 Place,gio-English_table.csv
3807,Tiberio Cenci,E21 Person,name-English_table.csv
3808,Tiberio Roberti,E21 Person,name-English_table.csv
3809,Tiepolo's Etchings,E22 Man-Made Object,work-English_table.csv
3810,"Tiepolo, Giambattista",E21 Person,T_refined.csv
3811,"Tiepolo, Gian Domenico",E21 Person,T_refined.csv
3812,Tintoretto,E21 Person,T_refined.csv
3813,Titian,E21 Person,T_refined.csv; name-English_table.csv
3814,Titles granted to artists,E28 Conceptual Object,T_refined.csv
3815,Titus,E22 Man-Made Object,work-English_table.csv
3816,Titus Lucretius Carus,E21 Person,name-English_table.csv
3817,"Tofts, Katherine",E21 Person,T_refined.csv
3818,Tolfa,E53 Place,gio-English_table.csv
3819,Tomaso Spinola,E21 Person,name-English_table.csv
3820,Tomb of Paul III,E22 Man-Made Object,work-English_table.csv
3821,Tomb of Pope Urban VIII,E22 Man-Made Object,work-English_table.csv
3822,Tommaso Campanella,E21 Person,C_refined.csv; name-English_table.csv
3823,Tommaso Chiari,E21 Person,name-English_table.csv
3824,Tommaso Gar,E21 Person,name-English_table.csv
3825,Tommaso Giuseppe Farsetti,E21 Person,F_refined.csv; name-English_table.csv
3826,Tommaso Mattei,E21 Person,M_refined.csv; name-English_table.csv
3827,Tommaso Ruffo,E21 Person,Q-R_refined.csv; name-English_table.csv
3828,Tommaso Temanza,E21 Person,T_refined.csv; name-English_table.csv
3829,"Toni, Don Pietro Antonio",E21 Person,T_refined.csv
3830,"Toninotto, Padre Giuseppe",E21 Person,T_refined.csv
3831,"Torelli, Giuseppe",E21 Person,T_refined.csv
3832,Torquato Tasso,E21 Person,T_refined.csv; name-English_table.csv
3833,Torre dell'Orologio,E53 Place,gio-English_table.csv
3834,"Torresani, Andrea",E21 Person,T_refined.csv
3835,Toussaint Dubreuil,E21 Person,name-English_table.csv
3836,Trastevere,E53 Place,gio-English_table.csv
3837,Tre Animali,E22 Man-Made Object,work-English_table.csv
